path	symbol	mechanism	occurrences	protected_access	contract	cutover_state	owner	evidence
app/api/auth.py	get_user_credential	get_db_admin_bypass	1	no	ordinary_app_user	ready	identity	public auth CRUD tables are RLS=false at migration heads
app/api/auth.py	list_api_keys	get_db_admin_bypass	1	no	ordinary_app_user	ready	identity	public auth CRUD tables are RLS=false at migration heads
app/api/auth.py	list_mfa_methods	get_db_admin_bypass	1	no	ordinary_app_user	ready	identity	public auth CRUD tables are RLS=false at migration heads
app/api/auth.py	list_sessions	get_db_admin_bypass	1	no	ordinary_app_user	ready	identity	public auth CRUD tables are RLS=false at migration heads
app/api/auth.py	list_user_credentials	get_db_admin_bypass	1	no	ordinary_app_user	ready	identity	public auth CRUD tables are RLS=false at migration heads
app/api/auth.py	update_api_key	get_db_admin_bypass	1	no	ordinary_app_user	ready	identity	public auth CRUD tables are RLS=false at migration heads
app/api/auth.py	update_mfa_method	get_db_admin_bypass	1	no	ordinary_app_user	ready	identity	public auth CRUD tables are RLS=false at migration heads
app/api/auth.py	update_session	get_db_admin_bypass	1	no	ordinary_app_user	ready	identity	public auth CRUD tables are RLS=false at migration heads
app/api/auth.py	update_user_credential	get_db_admin_bypass	1	no	ordinary_app_user	ready	identity	public auth CRUD tables are RLS=false at migration heads
app/api/auth_flow.py	create_oidc_identity	get_db_auth_bypass	1	yes	tenant_resolution_definer	blocked	identity	identity bootstrap reaches RLS-protected public.people or core_org.organization
app/api/auth_flow.py	disable_oidc_identity	get_db_auth_bypass	1	yes	tenant_resolution_definer	blocked	identity	identity bootstrap reaches RLS-protected public.people or core_org.organization
app/api/auth_flow.py	forgot_password	get_db_auth_bypass	1	yes	tenant_resolution_definer	blocked	identity	identity bootstrap reaches RLS-protected public.people or core_org.organization
app/api/auth_flow.py	list_oidc_identities	get_db_auth_bypass	1	yes	tenant_resolution_definer	blocked	identity	identity bootstrap reaches RLS-protected public.people or core_org.organization
app/api/auth_flow.py	login	get_db_auth_bypass	1	yes	tenant_resolution_definer	blocked	identity	identity bootstrap reaches RLS-protected public.people or core_org.organization
app/api/auth_flow.py	logout	get_db_auth_bypass	1	yes	tenant_resolution_definer	blocked	identity	identity bootstrap reaches RLS-protected public.people or core_org.organization
app/api/auth_flow.py	mfa_confirm	get_db_auth_bypass	1	yes	tenant_resolution_definer	blocked	identity	identity bootstrap reaches RLS-protected public.people or core_org.organization
app/api/auth_flow.py	mfa_setup	get_db_auth_bypass	1	yes	tenant_resolution_definer	blocked	identity	identity bootstrap reaches RLS-protected public.people or core_org.organization
app/api/auth_flow.py	mfa_verify	get_db_auth_bypass	1	yes	tenant_resolution_definer	blocked	identity	identity bootstrap reaches RLS-protected public.people or core_org.organization
app/api/auth_flow.py	refresh	get_db_auth_bypass	1	yes	tenant_resolution_definer	blocked	identity	identity bootstrap reaches RLS-protected public.people or core_org.organization
app/api/auth_flow.py	reset_password_endpoint	get_db_auth_bypass	1	yes	tenant_resolution_definer	blocked	identity	identity bootstrap reaches RLS-protected public.people or core_org.organization
app/api/auth_flow.py	reset_password_required	get_db_auth_bypass	1	yes	tenant_resolution_definer	blocked	identity	identity bootstrap reaches RLS-protected public.people or core_org.organization
app/api/finance/payments.py	paystack_webhook	allow_cross_org	1	yes	tenant_resolution_definer	blocked	finance	external identifier resolution reaches an RLS-protected finance table
app/api/rbac.py	create_permission	get_db_admin_bypass	1	no	ordinary_app_user	ready	identity	public RBAC tables are RLS=false at migration heads
app/api/rbac.py	create_person_role	get_db_admin_bypass	1	no	ordinary_app_user	ready	identity	public RBAC tables are RLS=false at migration heads
app/api/rbac.py	create_role	get_db_admin_bypass	1	no	ordinary_app_user	ready	identity	public RBAC tables are RLS=false at migration heads
app/api/rbac.py	create_role_permission	get_db_admin_bypass	1	no	ordinary_app_user	ready	identity	public RBAC tables are RLS=false at migration heads
app/api/rbac.py	delete_permission	get_db_admin_bypass	1	no	ordinary_app_user	ready	identity	public RBAC tables are RLS=false at migration heads
app/api/rbac.py	delete_person_role	get_db_admin_bypass	1	no	ordinary_app_user	ready	identity	public RBAC tables are RLS=false at migration heads
app/api/rbac.py	delete_role	get_db_admin_bypass	1	no	ordinary_app_user	ready	identity	public RBAC tables are RLS=false at migration heads
app/api/rbac.py	delete_role_permission	get_db_admin_bypass	1	no	ordinary_app_user	ready	identity	public RBAC tables are RLS=false at migration heads
app/api/rbac.py	get_permission	get_db_admin_bypass	1	no	ordinary_app_user	ready	identity	public RBAC tables are RLS=false at migration heads
app/api/rbac.py	get_person_role	get_db_admin_bypass	1	no	ordinary_app_user	ready	identity	public RBAC tables are RLS=false at migration heads
app/api/rbac.py	get_role	get_db_admin_bypass	1	no	ordinary_app_user	ready	identity	public RBAC tables are RLS=false at migration heads
app/api/rbac.py	get_role_permission	get_db_admin_bypass	1	no	ordinary_app_user	ready	identity	public RBAC tables are RLS=false at migration heads
app/api/rbac.py	list_permissions	get_db_admin_bypass	1	no	ordinary_app_user	ready	identity	public RBAC tables are RLS=false at migration heads
app/api/rbac.py	list_person_roles	get_db_admin_bypass	1	no	ordinary_app_user	ready	identity	public RBAC tables are RLS=false at migration heads
app/api/rbac.py	list_role_permissions	get_db_admin_bypass	1	no	ordinary_app_user	ready	identity	public RBAC tables are RLS=false at migration heads
app/api/rbac.py	list_roles	get_db_admin_bypass	1	no	ordinary_app_user	ready	identity	public RBAC tables are RLS=false at migration heads
app/api/rbac.py	update_permission	get_db_admin_bypass	1	no	ordinary_app_user	ready	identity	public RBAC tables are RLS=false at migration heads
app/api/rbac.py	update_person_role	get_db_admin_bypass	1	no	ordinary_app_user	ready	identity	public RBAC tables are RLS=false at migration heads
app/api/rbac.py	update_role	get_db_admin_bypass	1	no	ordinary_app_user	ready	identity	public RBAC tables are RLS=false at migration heads
app/api/rbac.py	update_role_permission	get_db_admin_bypass	1	no	ordinary_app_user	ready	identity	public RBAC tables are RLS=false at migration heads
app/api/service_principal.py	require_service_auth	allow_cross_org	1	yes	tenant_resolution_definer	blocked	identity	identity bootstrap reaches RLS-protected public.people or core_org.organization
app/api/settings.py	create_branding	get_db_admin_bypass	1	no	ordinary_app_user	ready	settings	settings history and branding tables are RLS=false at migration heads
app/api/settings.py	delete_branding	get_db_admin_bypass	1	no	ordinary_app_user	ready	settings	settings history and branding tables are RLS=false at migration heads
app/api/settings.py	export_settings	get_db_admin_bypass	1	no	ordinary_app_user	ready	settings	settings history and branding tables are RLS=false at migration heads
app/api/settings.py	get_audit_setting	get_db_admin_bypass	1	no	ordinary_app_user	ready	settings	settings history and branding tables are RLS=false at migration heads
app/api/settings.py	get_auth_setting	get_db_admin_bypass	1	no	ordinary_app_user	ready	settings	settings history and branding tables are RLS=false at migration heads
app/api/settings.py	get_automation_setting	get_db_admin_bypass	1	no	ordinary_app_user	ready	settings	settings history and branding tables are RLS=false at migration heads
app/api/settings.py	get_branding	get_db_admin_bypass	1	no	ordinary_app_user	ready	settings	settings history and branding tables are RLS=false at migration heads
app/api/settings.py	get_branding_css	get_db_admin_bypass	1	no	ordinary_app_user	ready	settings	settings history and branding tables are RLS=false at migration heads
app/api/settings.py	get_branding_fonts_url	get_db_admin_bypass	1	no	ordinary_app_user	ready	settings	settings history and branding tables are RLS=false at migration heads
app/api/settings.py	get_email_setting	get_db_admin_bypass	1	no	ordinary_app_user	ready	settings	settings history and branding tables are RLS=false at migration heads
app/api/settings.py	get_features_setting	get_db_admin_bypass	1	no	ordinary_app_user	ready	settings	settings history and branding tables are RLS=false at migration heads
app/api/settings.py	get_history	get_db_admin_bypass	1	no	ordinary_app_user	ready	settings	settings history and branding tables are RLS=false at migration heads
app/api/settings.py	get_or_create_branding	get_db_admin_bypass	1	no	ordinary_app_user	ready	settings	settings history and branding tables are RLS=false at migration heads
app/api/settings.py	get_payments_setting	get_db_admin_bypass	1	no	ordinary_app_user	ready	settings	settings history and branding tables are RLS=false at migration heads
app/api/settings.py	get_reporting_setting	get_db_admin_bypass	1	no	ordinary_app_user	ready	settings	settings history and branding tables are RLS=false at migration heads
app/api/settings.py	get_scheduler_setting	get_db_admin_bypass	1	no	ordinary_app_user	ready	settings	settings history and branding tables are RLS=false at migration heads
app/api/settings.py	import_settings	get_db_admin_bypass	1	no	ordinary_app_user	ready	settings	settings history and branding tables are RLS=false at migration heads
app/api/settings.py	list_audit_settings	get_db_admin_bypass	1	no	ordinary_app_user	ready	settings	settings history and branding tables are RLS=false at migration heads
app/api/settings.py	list_auth_settings	get_db_admin_bypass	1	no	ordinary_app_user	ready	settings	settings history and branding tables are RLS=false at migration heads
app/api/settings.py	list_automation_settings	get_db_admin_bypass	1	no	ordinary_app_user	ready	settings	settings history and branding tables are RLS=false at migration heads
app/api/settings.py	list_email_settings	get_db_admin_bypass	1	no	ordinary_app_user	ready	settings	settings history and branding tables are RLS=false at migration heads
app/api/settings.py	list_features_settings	get_db_admin_bypass	1	no	ordinary_app_user	ready	settings	settings history and branding tables are RLS=false at migration heads
app/api/settings.py	list_history	get_db_admin_bypass	1	no	ordinary_app_user	ready	settings	settings history and branding tables are RLS=false at migration heads
app/api/settings.py	list_payments_settings	get_db_admin_bypass	1	no	ordinary_app_user	ready	settings	settings history and branding tables are RLS=false at migration heads
app/api/settings.py	list_reporting_settings	get_db_admin_bypass	1	no	ordinary_app_user	ready	settings	settings history and branding tables are RLS=false at migration heads
app/api/settings.py	list_scheduler_settings	get_db_admin_bypass	1	no	ordinary_app_user	ready	settings	settings history and branding tables are RLS=false at migration heads
app/api/settings.py	restore_setting	get_db_admin_bypass	1	no	ordinary_app_user	ready	settings	settings history and branding tables are RLS=false at migration heads
app/api/settings.py	update_branding	get_db_admin_bypass	1	no	ordinary_app_user	ready	settings	settings history and branding tables are RLS=false at migration heads
app/api/settings.py	upsert_audit_setting	get_db_admin_bypass	1	no	ordinary_app_user	ready	settings	settings history and branding tables are RLS=false at migration heads
app/api/settings.py	upsert_auth_setting	get_db_admin_bypass	1	no	ordinary_app_user	ready	settings	settings history and branding tables are RLS=false at migration heads
app/api/settings.py	upsert_automation_setting	get_db_admin_bypass	1	no	ordinary_app_user	ready	settings	settings history and branding tables are RLS=false at migration heads
app/api/settings.py	upsert_email_setting	get_db_admin_bypass	1	no	ordinary_app_user	ready	settings	settings history and branding tables are RLS=false at migration heads
app/api/settings.py	upsert_features_setting	get_db_admin_bypass	1	no	ordinary_app_user	ready	settings	settings history and branding tables are RLS=false at migration heads
app/api/settings.py	upsert_payments_setting	get_db_admin_bypass	1	no	ordinary_app_user	ready	settings	settings history and branding tables are RLS=false at migration heads
app/api/settings.py	upsert_reporting_setting	get_db_admin_bypass	1	no	ordinary_app_user	ready	settings	settings history and branding tables are RLS=false at migration heads
app/api/settings.py	upsert_scheduler_setting	get_db_admin_bypass	1	no	ordinary_app_user	ready	settings	settings history and branding tables are RLS=false at migration heads
app/main.py	_load_audit_settings	allow_cross_org	1	no	ordinary_app_user	ready	settings	audit configuration reads RLS=false domain_settings
app/main.py	lifespan	allow_cross_org	1	yes	tenant_session	blocked	platform	split global settings seed from default-tenant integration binding seed
app/services/auth_dependencies.py	require_tenant_auth	allow_cross_org	1	yes	tenant_resolution_definer	blocked	identity	identity bootstrap reaches RLS-protected public.people or core_org.organization
app/services/auth_dependencies.py	require_user_auth	allow_cross_org	1	yes	tenant_resolution_definer	blocked	identity	identity bootstrap reaches RLS-protected public.people or core_org.organization
app/services/domain_settings.py	DomainSettings.ensure_by_key	allow_cross_org	1	no	ordinary_app_user	ready	settings	explicit scope predicates target RLS=false settings tables
app/services/domain_settings.py	DomainSettings.get_by_key	allow_cross_org	1	no	ordinary_app_user	ready	settings	explicit scope predicates target RLS=false settings tables
app/services/domain_settings.py	DomainSettings.list	allow_cross_org	1	no	ordinary_app_user	ready	settings	explicit scope predicates target RLS=false settings tables
app/services/domain_settings.py	DomainSettings.upsert_by_key	allow_cross_org	1	no	ordinary_app_user	ready	settings	explicit scope predicates target RLS=false settings tables
app/services/domain_settings.py	_restore_target_organization	allow_cross_org	1	no	ordinary_app_user	ready	settings	explicit scope predicates target RLS=false settings tables
app/services/domain_settings.py	restore_from_history	allow_cross_org	1	no	ordinary_app_user	ready	settings	explicit scope predicates target RLS=false settings tables
app/services/finance/banking/mono_sync.py	MonoSyncService._record_webhook_failure	allow_cross_org	1	yes	tenant_resolution_definer	blocked	finance	external identifier resolution reaches an RLS-protected finance table
app/services/finance/banking/mono_sync.py	MonoSyncService.process_webhook	allow_cross_org	1	yes	tenant_resolution_definer	blocked	finance	external identifier resolution reaches an RLS-protected finance table
app/services/finance/banking/mono_sync.py	MonoSyncService.sync_by_mono_account_id	allow_cross_org	1	yes	tenant_resolution_definer	blocked	finance	external identifier resolution reaches an RLS-protected finance table
app/services/infrastructure_health.py	InfrastructureHealthService._monitoring_recipients	allow_cross_org	1	yes	tenant_catalog_definer	blocked	infrastructure_health	core_org.organization is RLS-protected; enumerate ids narrowly then use session_for_org
app/services/people/discipline/web/discipline_web.py	DisciplineWebService._can_view_department_case	allow_cross_org	1	yes	tenant_session	blocked	people	authenticated request must use its existing tenant context
app/services/scheduler_config.py	_get_setting_value	allow_cross_org	1	no	ordinary_app_user	ready	settings	explicit scope predicates target RLS=false domain_settings
app/services/settings_cache.py	SettingsCache._load_domain_rows	allow_cross_org	1	no	ordinary_app_user	ready	settings	explicit scope predicates target RLS=false domain_settings
app/services/settings_cache.py	SettingsCache._load_setting_row	allow_cross_org	1	no	ordinary_app_user	ready	settings	explicit scope predicates target RLS=false domain_settings
app/services/settings_seed.py	_global_settings_seed.scoped_seed	allow_cross_org	1	no	ordinary_app_user	ready	settings	explicit scope predicates target RLS=false domain_settings
app/services/settings_seed.py	_sync_scheduler_connection	allow_cross_org	1	no	ordinary_app_user	ready	settings	explicit scope predicates target RLS=false domain_settings
app/services/settings_seed.py	seed_auth_settings	allow_cross_org	1	no	ordinary_app_user	ready	settings	explicit scope predicates target RLS=false domain_settings
app/startup.py	warn_unconfigured_webhook_allowlist	allow_cross_org	1	yes	tenant_catalog_definer	blocked	startup	core_org.organization is RLS-protected; enumerate ids narrowly then use session_for_org
app/tasks/audit.py	_write_audit_event	cross_org_session	1	yes	tenant_resolution_definer	blocked	audit	event identity must resolve one tenant before opening session_for_org
app/tasks/audit_integrity.py	verify_audit_hash_chain	cross_org_session	1	yes	tenant_catalog_definer	blocked	audit_integrity	core_org.organization is RLS-protected; enumerate ids narrowly then use session_for_org
app/tasks/automation.py	_list_orgs_with_due_recurring_templates	cross_org_session	1	yes	tenant_catalog_definer	blocked	automation	core_org.organization is RLS-protected; enumerate ids narrowly then use session_for_org
app/tasks/automation.py	_list_orgs_with_scheduled_workflow_rules	cross_org_session	1	yes	tenant_catalog_definer	blocked	automation	core_org.organization is RLS-protected; enumerate ids narrowly then use session_for_org
app/tasks/automation.py	_resolve_workflow_rule_org	cross_org_session	1	yes	tenant_catalog_definer	blocked	automation	core_org.organization is RLS-protected; enumerate ids narrowly then use session_for_org
app/tasks/banking.py	auto_match_unreconciled_statements	cross_org_session	1	yes	tenant_catalog_definer	blocked	banking	core_org.organization is RLS-protected; enumerate ids narrowly then use session_for_org
app/tasks/crm.py	crm_inventory_health_check	cross_org_session	1	yes	tenant_catalog_definer	blocked	crm	core_org.organization is RLS-protected; enumerate ids narrowly then use session_for_org
app/tasks/data_health.py	_task_session	cross_org_session	1	yes	tenant_catalog_definer	blocked	data_health	core_org.organization is RLS-protected; enumerate ids narrowly then use session_for_org
app/tasks/dotmac_sub.py	cleanup_stale_dotmac_sub_sync_history	cross_org_session	1	yes	tenant_catalog_definer	blocked	dotmac_sub	core_org.organization is RLS-protected; enumerate ids narrowly then use session_for_org
app/tasks/email.py	send_email_async	cross_org_session	1	yes	tenant_resolution_definer	blocked	email	event identity must resolve one tenant before opening session_for_org
app/tasks/expense.py	poll_stuck_expense_transfers	cross_org_session	2	yes	tenant_catalog_definer	blocked	expense	core_org.organization is RLS-protected; enumerate ids narrowly then use session_for_org
app/tasks/expense.py	process_expense_approval_reminders	cross_org_session	1	yes	tenant_catalog_definer	blocked	expense	core_org.organization is RLS-protected; enumerate ids narrowly then use session_for_org
app/tasks/feature_flags.py	archive_expired_feature_flags	cross_org_session	1	yes	tenant_catalog_definer	blocked	feature_flags	core_org.organization is RLS-protected; enumerate ids narrowly then use session_for_org
app/tasks/finance.py	_resolve_report_instance_org	cross_org_session	1	yes	tenant_catalog_definer	blocked	finance	core_org.organization is RLS-protected; enumerate ids narrowly then use session_for_org
app/tasks/finance.py	process_monthly_depreciation_runs	cross_org_session	1	yes	tenant_catalog_definer	blocked	finance	core_org.organization is RLS-protected; enumerate ids narrowly then use session_for_org
app/tasks/finance.py	refresh_analysis_cubes	cross_org_session	2	yes	tenant_catalog_definer	blocked	finance	core_org.organization is RLS-protected; enumerate ids narrowly then use session_for_org
app/tasks/finance.py	refresh_stale_balances	cross_org_session	1	yes	tenant_catalog_definer	blocked	finance	core_org.organization is RLS-protected; enumerate ids narrowly then use session_for_org
app/tasks/finance.py	release_expired_stock_reservations	cross_org_session	1	yes	tenant_catalog_definer	blocked	finance	core_org.organization is RLS-protected; enumerate ids narrowly then use session_for_org
app/tasks/finance.py	sync_mono_account	cross_org_session	1	yes	tenant_catalog_definer	blocked	finance	core_org.organization is RLS-protected; enumerate ids narrowly then use session_for_org
app/tasks/finance.py	sync_mono_transactions	cross_org_session	1	yes	tenant_catalog_definer	blocked	finance	core_org.organization is RLS-protected; enumerate ids narrowly then use session_for_org
app/tasks/fleet.py	process_document_expiry_notifications	cross_org_session	1	yes	tenant_catalog_definer	blocked	fleet	core_org.organization is RLS-protected; enumerate ids narrowly then use session_for_org
app/tasks/fleet.py	process_maintenance_due_notifications	cross_org_session	1	yes	tenant_catalog_definer	blocked	fleet	core_org.organization is RLS-protected; enumerate ids narrowly then use session_for_org
app/tasks/hooks.py	cleanup_old_hook_executions	cross_org_session	1	yes	tenant_catalog_definer	blocked	hooks	core_org.organization is RLS-protected; enumerate ids narrowly then use session_for_org
app/tasks/hooks.py	execute_async_hook	cross_org_session	1	yes	tenant_resolution_definer	blocked	hooks	event identity must resolve one tenant before opening session_for_org
app/tasks/hr.py	send_welcome_email	cross_org_session	1	yes	tenant_catalog_definer	blocked	hr	core_org.organization is RLS-protected; enumerate ids narrowly then use session_for_org
app/tasks/license.py	_notify_admins	cross_org_session	1	yes	tenant_catalog_definer	blocked	license	core_org.organization is RLS-protected; enumerate ids narrowly then use session_for_org
app/tasks/notifications.py	_task_db_session	cross_org_session	1	yes	tenant_resolution_definer	blocked	notifications	event identity must resolve one tenant before opening session_for_org
app/tasks/outbox_relay.py	_task_db_session	cross_org_session	1	yes	tenant_resolution_definer	blocked	outbox_relay	event identity must resolve one tenant before opening session_for_org
app/tasks/performance.py	activate_cycle	cross_org_session	1	yes	tenant_catalog_definer	blocked	performance	core_org.organization is RLS-protected; enumerate ids narrowly then use session_for_org
app/tasks/performance.py	calculate_cycle_progress	cross_org_session	1	yes	tenant_catalog_definer	blocked	performance	core_org.organization is RLS-protected; enumerate ids narrowly then use session_for_org
app/tasks/performance.py	complete_cycle	cross_org_session	1	yes	tenant_catalog_definer	blocked	performance	core_org.organization is RLS-protected; enumerate ids narrowly then use session_for_org
app/tasks/performance.py	generate_cycle_appraisals	cross_org_session	1	yes	tenant_catalog_definer	blocked	performance	core_org.organization is RLS-protected; enumerate ids narrowly then use session_for_org
app/tasks/performance.py	process_cycle_phase_transitions	cross_org_session	1	yes	tenant_catalog_definer	blocked	performance	core_org.organization is RLS-protected; enumerate ids narrowly then use session_for_org
app/tasks/performance.py	sync_all_cycle_progress	cross_org_session	1	yes	tenant_catalog_definer	blocked	performance	core_org.organization is RLS-protected; enumerate ids narrowly then use session_for_org
app/tasks/project_sla.py	process_project_sla_breaches	cross_org_session	1	yes	tenant_catalog_definer	blocked	project_sla	core_org.organization is RLS-protected; enumerate ids narrowly then use session_for_org
app/tenant_catalog.py	_discover_sqlite	allow_cross_org	1	no	ordinary_app_user	ready	platform	SQLite unit lane only; the PostgreSQL branch calls the tenant_catalog definer and never reaches this code
app/tools/backfill_mono_lagos_date.py	run	cross_org_session	1	yes	tenant_resolution_definer	blocked	operations	resolve the target row tenant narrowly then reopen with session_for_org
app/tools/reset_expense_payment_intent.py	main	cross_org_session	1	yes	tenant_resolution_definer	blocked	operations	resolve the target row tenant narrowly then reopen with session_for_org
app/web/deps.py	_get_person_for_web_session	allow_cross_org	1	yes	tenant_resolution_definer	blocked	identity	identity bootstrap reaches RLS-protected public.people or core_org.organization
scripts/backfill_mailcow_offboarding.py	_list_org_ids	cross_org_session	1	yes	tenant_catalog_definer	blocked	operations	active maintenance script must enumerate ids narrowly then use session_for_org
scripts/create_org.py	main	cross_org_session	1	yes	isolated_cross_tenant_service	blocked	operations	bootstrap or seed command needs an explicit offline privileged boundary
scripts/seed_e2e_data.py	main	cross_org_session	1	yes	isolated_cross_tenant_service	blocked	operations	bootstrap or seed command needs an explicit offline privileged boundary
scripts/seed_nigeria.py	main	cross_org_session	1	yes	isolated_cross_tenant_service	blocked	operations	bootstrap or seed command needs an explicit offline privileged boundary
scripts/seed_rbac.py	main	cross_org_session	1	yes	isolated_cross_tenant_service	blocked	operations	bootstrap or seed command needs an explicit offline privileged boundary
scripts/settings_validate.py	main	cross_org_session	1	yes	tenant_catalog_definer	blocked	operations	active maintenance script must enumerate ids narrowly then use session_for_org
scripts/setup_e2e_user.py	check_organization_exists	cross_org_session	1	yes	isolated_cross_tenant_service	blocked	operations	bootstrap or seed command needs an explicit offline privileged boundary
scripts/update_user_credentials.py	main	cross_org_session	1	yes	tenant_catalog_definer	blocked	operations	active maintenance script must enumerate ids narrowly then use session_for_org
